Part,Sentence,ann1,ann2,ann3
SentiAnno4,"Für die Behauptung, daß in Frankreich die Vermischung der Christen mit der südliche Etace schon weit vorgeschritten, werden sich die Franzosen bei der „N.",neutral,negative,neutral
SentiAnno4,"Ob damit das „Vaterland"" gerichtet ist, ob die betreffende Gesellschaft sich selbst gerichtet hat, das kann für jedes Herz, welches adlich fühlt, wohl keine Frage sein. Vor- uns liegen Briefe einiger Bürger aus Prag, die im richtigen und kräftigen Gefühl für die Ehre und die Würde ihres eigenen Standes, veranlaßt durch die maßlosen Invectiven einiger angeblich liberalen Blätter gegen den Adel, in einer Weise für die Würde und Ehre der Aristokratie eintreten, die für jene Herrn in Graz etwas tief Beschämendes haben müßte. Ueberhaupt werden einzelne schmerzliche Erfahrungen der angegebenen Art reichlich ausgewogen durch zahlreiche Zustimmungen aus allen Kreisen der Gesellschaft und auf allen Ländern der Monarchie, welche zum Theil mit der Erklärung eines Edelmannes aus Niederösterreich übereinstimmen, der uns schreibt: „obgleich vom Erscheinen des „Vaterland“ ein principieller Gegner desselben, bin ich jetzt eineifriger Leser des Blattes und söhne mich in neuester Zeit mit demselben vollkommen aus.“",negative,mixed,mixed
SentiAnno4,"Und so schreitet die Germanisation fort, unaufhaltsam, zur großen Betrübniß der slovenischen Patrioten.",negative,negative,negative
SentiAnno4,"Die Kärntner Slovenen können sich der Entuationalisirung kaum erwehren, da dem Deutschthum alle möglichen Mittel zu seinem Vordringen geboten sind. Insbesondere von Seite der neueren Bismarcktauer wird die Germanisation auf die rücksichtsloseste Weise betrieben.",negative,negative,negative
SentiAnno4,"viele hiesige und anderwärtige hoch angestellte Slovenen lieber den stovenischen Knndgeblingen, dem ganzen Slovenculhum ferne stehen und sich uur daheim zwischen vier Wänden, und noch da nicht immer, als solche gering, um nicht ein Opfer der Schmähungen „liberaler“ Genossen zu werden.",negative,negative,negative
SentiAnno4,"26 sucht das „Vaterland“ die Stimmung des böhmischen Clerus und der Böhmen überhaupt rücksichtlich der slavischen Liturgie, welcher durch einen Prager Correspondenten auch in diesem Blatte Ausdruck gegeben wurde, dadurch zu rechtfertigen oder wenigstens zu beschönigen, daß es in derselben nichts Anderes sieht, als „eine Forderung der Gleichberechtigung des böhmischen Elementes“, nämlich, „daß die böhmische Sprache dort in ihr Recht trete, wo sie durch die deutsche verkürzt wird"".",negative,negative,neutral
SentiAnno4,"Die Theilung des Landes, welche die Ausgleichsgegner voraussehen wollen, wird nicht eintreten, das Interesse der Dynastie hänge damit zusammen, und dieses bilde die sicherste Garantie dafür, daß es keine Regierung in Oesterreich zu solcher Theilung werde kommen lassen. Redner plaidirt weiter für das Princip der Parität in den Landesanstalten zwischen Czechen und Deutschen und für das Princip des Schutzes der Minoritäten, denn das Majorisiren sei ein roher Act, sei die Gewalt, das Faustrecht.",negative,negative,neutral
SentiAnno4,"Die czechischen Predigten auf spätere Stunden verlegen, hieße so viel, als es dem czechischen Volke unmöglich machen, daß es das Wort Gottes höre.",negative,negative,negative
SentiAnno4,"Uebrigens ist es eine Lüge, daß es in den späteren Stunden keinen czechischen Gottesdienst gebe.",negative,negative,neutral
SentiAnno4,"Da aber ein Umschwung in den Geistern sich nicht über Nacht vollziehen kann, so ist das Aufgehen der Jungczechenpartei in der Fortschrittspartei nur Zukunftsmusik; vorderhand benützen die Jungczechen die Fortschrittspartei oder Theile derselben als Werkzeuge zu ihren eigenen Zwecken. Wenn es also auch wahr wäre, daß die alt=czechische Partei, die Vertreterin der ersten Formulation eines czechisch=nationalen culturellen und politischen Programmes, aus dem Grunde, weil dieses Programm, früheren Verhältnissen angepaßt und nicht fehlerlos, den jetzigen angeblich nicht entspricht, in unaufhaltsamem Verfalle begriffen und in Folge dessen eine allgemeine schwere Krise in der böhmischen Nation ausgebrochen ist; wenn ferner auch zugestanden werden muß, daß die bulgarliberalistische Jungczechenpartei nicht geeignet wäre, diese Krise zu beschwören; so scheint es uns doch auch unmöglich, daß die Fortschrittspartei, wie sie jetzt zusammengesetzt ist, einen allgemeinen Umschwung in den Geistern bewirke, und daß derselbe, wie er von ihr tendirt wird, zum Heile der böhmischen Nation aus. Allerdings stellt Professor Masaryk die Bedingungen, es müßte das Programm der Fortschrittspartei einer philosophischen Bearbeitung unterzogen werden.",negative,negative,neutral
SentiAnno4,"Wenn es also auch wahr wäre, daß die alt=czechische Partei, die Vertreterin der ersten Formulation eines czechisch=nationalen culturellen und politischen Programmes, aus- dem Grunde, weil dieses Programm, früheren Verhältnissen angepaßt und nicht fehlerlos, den jetzigen angeblich nicht entspricht, in unaufhaltsamem Verfalle begriffen und in Folge dessen eine allgemeine schwere Krise in der böhmischen Nation ausgebrochen ist; wenn ferner auch zugestanden werden muß, daß die bulgarliberalistische Jungczechenpartei nicht geeignet wäre, diese Krise zu beschwören; so scheint es uns doch auch unmöglich, daß die Fortschrittspartei, wie sie jetzt zusammengesetzt ist, einen allgemeinen Umschwung in den Geistern bewirke, und daß derselbe, wie er von ihr tendirt wird, zum Heile der böhmischen Nation aus. Allerdings stellt Professor Masaryk die Bedingungen, es müßte das Programm der Fortschrittspartei einer philosophischen Bearbeitung unterzogen werden.",negative,negative,neutral
SentiAnno4,"so scheint es uns doch auch unmöglich, daß die Fortschrittspartei, wie sie jetzt zusammengesetzt ist, einen allgemeinen Umschwung in den Geistern bewirke, und daß derselbe, wie er von ihr tendirt wird, zum Heile der böhmischen Nation aus. Allerdings stellt Professor Masaryk die Bedingungen, es müßte das Programm der Fortschrittspartei einer philosophischen Bearbeitung unterzogen werden.",negative,negative,neutral
SentiAnno4,"Jan. Der heutige Magyarorszäg bringte ein Schreiben des Fürst=Primas an alle Comitate Ungarns, in welchem der Primas, das Land vor Ueberstürzung warnend, die Hoffnung ausspricht, sein Vaterland werde die mahnende Stimme nicht überhören.",negative,neutral,mixed
SentiAnno4,"Die nationale Partei stellt dies entschieden in Abrede; das Band, welches uns ehedem an Ungarn geknüpft, sei durch die Ereignisse des Jahres 1848 zerrissen, und nebst der ungarischen bestehe, wenn auch nur ideal, auch eine besonderekroatische Krone.",mixed,negative,neutral
SentiAnno4,"Das Wort »ideal“ habe ich hier nicht ohne Trund angeführt; denn es ist merkwürdig, welchen der materiellen Begriff voneiner Krone gewisse Leute haben, die sich anheischig machen seiner Zeit zu beweisen, die kroatische Krone sei durch einen Reis mit der ungarischen vereint worden.",negative,negative,neutral
SentiAnno4,"Die Ungarn hätten ihnen freilich viel Gutesgethan — sagte er — als sie sie zu freien Bürgern erhobenhätten, aber jetzt sollten sie sorgen, denn die Ungarn wollten ihre Muttersprache unterdrücken.",negative,mixed,mixed
SentiAnno4,"„Im Botschafter“ verspricht ein „Slovak,“ der empört darüber ist, daß die Magyaren sind vos das große Wort führen, im Namen aller malcontenten Nationalitätsschwindler in Ungarn, im Wege directer Reichsrathswahlen das Februar=Patent in Ungarn zur Geltung zu bringen, „sobald ihrer nationalen Entwicklung auf administrativem Wege Rechnung getragen wird, d. h. sobald Ungarn zum Besten einiger exaktirten Köpfe in Trümmer geschlagen ist.",negative,negative,negative
SentiAnno4,"In Folge dessen soll sich dieser bemüssigt sehen, das Blatt eingehen zu lassen, oder wenigstens provisorisch zu subscribiren.— (Die ungarischen Slovaken und der Reichsrath.)",negative,neutral,neutral
SentiAnno4,"Wir Slovaken haben ja an der ungarischen Verfassung als Nation keinen Antheil, denn sie erkennt uns nicht an schließt uns an und ist gegen Alles, was nicht magyarisch ist, wohlberechnet.",negative,negative,negative
SentiAnno4,"Die Situation in Oesterreich und seinen einzelnen Ländern, nicht in Ungarn allein, ist wahrlich zuernst, als daß man zur Heilung der zahlreichen Wundenbloße Palliativmittel in Gestalt einer ephemären „Feierlichkeit“, zu der auch centralistische Blätter die böhmische Krönung so gern degradiren möchten, in Angriff nehmen sollte.",negative,negative,negative
SentiAnno4,ungarische Nation ungetheilt für ihren konstitutionellen Monarchen König Franz Joseph 1. hegt.,neutral,neutral,neutral
SentiAnno4,"Es war ja auch früher so und die Dynastie hätte darauf lernen können, daß das innige Verhältniß gelockert wird. Wenn der König und seine Umgebung Ungarn nicht kennt und bei- zufolge der Hof die Nation mißversteht, die Nation aber ihren gesetzlichen König nicht sieht und ihn nur aus der Ferne verehren kann.",negative,negative,neutral
SentiAnno4,"Doch das schwächt in Ungarn das Gefühl der staatlichen Selbstständigkeit und die Neigung zur Unabhängigkeit nicht, vielmehr kann es darin nur bestärken, was vielleicht am allerwenigsten die Absicht der aulischen Staatsmänner ist.",positive,positive,neutral
SentiAnno4,"Diese Albernen, wenn sie die Ungarn zu Republikanern erziehen wollten, könnten sie diese Absurdität auf die Weise am sichersten erreichen, wenn sie die Dynastie von der Nation trennen und dem Königen nicht erlauben, in Ungarn Hof zu halten.",negative,negative,negative
SentiAnno4,"In Ungarn, wo es kehrt republikanische Partei gibt, wo auch keine revolutionäre Partei und keine nach Außen gravitirende ungarische Partei ist. Hier ist die ganze Nation pure Loyalität und doch apprehendirt der Hof.",mixed,mixed,mixed
SentiAnno4,"Deshalb, weil die Ungarn eine nationale und keine Hofpolitik verfolgen wollen, das heißt keine solche, wie sie einige Wiener österreichische Magnaten oder beim Hofe angestellte Ungarn mit unterthäniger Schmeichelei sich einbilden und dem Könige rathen.",negative,mixed,neutral
SentiAnno4,— Die Beziehungen zu Rußland lassen viel zu wünschen übrig.,negative,negative,negative
SentiAnno4,"Rönne: Wenn Rußland seine Reformen durchgeführt hat, ist es ein Coloß auf ehernen Füßen, und wird uns gefährlich.",negative,negative,negative
SentiAnno4,"Wir haben kein Interesse, der andern Eventualität, der Zerstückelung Rußlands entgegen zu wirken.",negative,negative,neutral
SentiAnno4,"Daß ein österreichischer Minister die russische Regierung zu Concessionen an den österreichischen Handel zu bewegen trachte und sich in dieser Hinsicht bestrebe, Rußland auf die schiefe Ebene des Nachgebens zu verlocken, das kann ihm selbst ein russischer Staatsmann nicht verargen.",negative,negative,neutral
SentiAnno4,"Es kann gegenwärtig für Oesterreich, wie für einige andere Staaten keine wichtigere diplomatische Aufgabe gedacht werden, als die: die bisherige Intimität zwischen Rußland und Preußen zu lockern.",neutral,neutral,neutral
SentiAnno4,"Oesterreich und Rußland sind vor Allem interessirt, sich untereinander und mit Europa über die einzuschlagenden Wege zu verständigen.",neutral,positive,neutral
SentiAnno4,"Herr Kapnist — derübrigens, so viel wir wissen, in letzter Zeit nicht officieller Agent war — hat im letzten Frühjahre viel von einer Aussöhnung zwischen Rußland und der Curie reden gemacht, ohne daß bisher jene Meldungen sich ganz bestätigt oder aufgeklärt hätten.",negative,negative,neutral
SentiAnno4,"Die Forderung, daß Oesterreich sich 1849 statt an Rußland, an den „natürlichen Verbündeten“ (1740, 1742, 1756, 1788 und 1789, 1795, 1801, 1850, 1859, 1866), der zur Hilfe geneigt gewesen.",neutral,neutral,neutral
SentiAnno4,In Rußland wurden beide Officiere auf das Höflichste aufgenommen.,positive,positive,positive
SentiAnno4,"Ehe sie sich nach Rußland begeben hatten, besuchten sie die große Gewehr= und Waffenfabrik*) Wir bekennen unverholen, daß wir diese Mißstimmung nichttheilen.",mixed,mixed,mixed
SentiAnno4,"Nur Oesterreich und Deutschland, welche beide Staaten bei der Zertrümmerung des ottomanischen Reiches ganz leer ausgehen sollen, sind mit der orientalischen Politik Rußlands und Englands nicht einverstanden und beharren fest auf der Aufrechterhaltung des Berliner Friedens. Namentlich ist es Oesterreich, welches bisher die größten Anstrengungen machte, um das Concert der Mächte in den verschiedenen nach und nach aufgetauchten Orientfragen aufrechtzuerhalten.",mixed,mixed,mixed
SentiAnno4,Die damaligen politischen Verhältnisse zwischen Rußland und Oesterreich sind bisheute noch unverändert geblieben.,neutral,neutral,neutral
SentiAnno4,"Rußland träte in ganz nahe Berührung mit unserem Erbfeinde Italien, das dann die Polizei der Irreäöllin getrost auf seine Fahne schreiben könnte.Die adriatischen Provinzen Oesterreichs würden in einer solchen Lage unhaltbar und müßten für das Kaiserreich verloren gehen.",negative,negative,negative
SentiAnno4,"Es darf als sichergelten, daß die Preise von Grund und Boden in Polen in Folge dessen stark sinken werden, daß in verhältnißmäßig kurzer Zeit große Ländereien verkauft werden müssen, aber was macht man sich in Rußland aus der Noth der Land- wirth (haft angesichts des nationalen Chauvinismus!",negative,negative,negative
SentiAnno4,"Die Russen wollen durch all ihr chauvinistisches Vorgehen die „Ausländerei“ los werden, aber Kenner Rußlands meinen, daß dieselbe schließlich doch bleiben werde; nur die Durchstechereien, Scheinkäufe oder wie alle in diesem Falle möglichen Umgehungen des Gesetzes heißen mögen, würden zunehmen und die Corruption vergrößern.",negative,negative,negative
SentiAnno4,"Die russische Armee hat jedenfalls in dem letzten Jahrzehnte große Fortschritte gemacht, von der österreichischen kann man zummindesten das Gleiche nicht immer sagen.",negative,mixed,mixed
SentiAnno4,"In unseren richterlichen Kreisen und auch im Publicum wird vielfach dürüber geklagt, daß bei der jetzt stattfindenden Vermehrung der Adveatur auch Juden zu Rechtsanwalten und Notaren ernannt werden.",neutral,negative,negative
SentiAnno4,"Dem jetzigen Justiz=Minister darf darauf weniger ein Vorwurf gemacht werden, als seinem Vorgänger, der zuerst vermöge einer eigenthümlichen Interpretation der Verfassungsurkunde eine Unmasse von Juden als Aspiranten für den Justizdienst zuch, später aber selbst dem Eintritte derselben einen Riegel vorschob, weil ihre Unfähigkeit zur Abnahme von christlichen Eiden, zur Leitung von christlichen Vormundschaften sc.",negative,negative,negative
