,Part,Sentence,token_count,annotation
647,SentiAnno4,"Der Arbeiter plagt sich im Schweiße seines Angesichts, um nur mit elender Kost sein Leben zu stiften, die Gebildeten wissen das Geld nicht aufzutreiben, um ihre Kinder studiren zu lassen, der sonst unentgeltliche Unterricht ist jetzt namentlich an den höheren Schulen sehr theuer geworden, aber dafür gibt es nur wenige Studenten an- den Universitäten.",54,negative
648,SentiAnno4,"Trotzdem besteht in Budweis keine öffentliche Volks- schule mit böhmischer Unterrichtssprache, wogegen auf Kosten der Stadtgemeinde (seit 1878 auf Kosten des Schulbezirkes und des Landes) in der inneren Stadt eine Knaben= und Mädchen=Volksschule von je fünf Classen mit ebensoviel Parallelen, eine Knaben= und Mädchen=Bürgerschule und in der Prager Vorstadt eine fünfclassige Volksschule erhalten werden, in denen die deutsche Sprache ausschließlich derart zur Geltung gebracht ist, daß es nichteinmal den Religionslehrern gebuldet wird, auf das Herz der böhmischen Schulkinder mittelst der ihnen in den unteren Classen einzig und allein verständlichen Muttersprache einzuwirken.",91,negative
649,SentiAnno4,"Außerdem besteht noch bei der k. k. Lehrerbildungsanstalt eine vierclassige Uebungsschule. Bei diesem der Vernunft sowohl als den österreichischen Staatsgrundgesetzen direct widersprechenden Zustande der öffentlichen Volksschulen sind die Budweiser Kinder böhmischer Nationalität der Wohlthat des Schulunterrichtes ganz oder doch zum großen Theile beraubt, woraus ihnen sowohl für ihr materielles Fortkommen als auch für ihre moralische Entwicklung selbstverständlich ein großer, unersetzlicher Schaden erwächst. Aber ist denn die böhmische Bevölkerung von Budweisso indolent, daß sie gegen dieses schreiende, ihr von der ultramontanen Stadtvertretung zugefügte Unrecht nicht protestirt und die Hilfe der Regierungsorgane nicht anruft?",92,negative
650,SentiAnno4,"— Ich will möglichst genau alle die Schritte aufzählen, dieseit 1870 gemacht worden sind, um der böhmischen Bevölkerung von Budweis zu ihrem natürlichen und in Oesterreich so oft und so feierlich garantirten Rechte der nationalen Gleichberechtigung in der Schule zu verhelfen; urtheilen Sie dann selbst, ob die böhmische Bevölkerung von Budweis Sinn und Verständniß für eine natürliche und vernunftgemäße Schulbildung habe, oder ob die Verfassungstreue unserer Stadtvertheidigung nicht teitel Humbug und Germanisationssucht sei. Bis zum Jahre 1865 war die Budweiser Stadtvertretung und waren auch die k. k. Schulorgane so billig-denkend und so einsichtsvoll, daß sie die Nothwendigkeit eines zweisprachigen Unterrichtes in allen hiesigen Volksschulen anerkannten und allen erforderlichen Bedingungen, damit ein solcher Unterricht ermöglicht werde, bereitwillig im drussen Trompeter, im heiteren Blau, und waren die Zeiten auch schwer, so stand Dora doch im Lenze ihres Lebens.",136,negative
651,SentiAnno4,"welches durch die Väter oder legstimen Vertreter von 782 schulpflichtigen Kindern böhmischer Nationalität gefertigt war; nicht nur wurde auch dieses Gesuch nicht erledigt, sondern auch die unter dem 20. Mai 1876 unterbreitete Bitte um dessen Rückstellung bis jetzt unbeachtet geblieben. Diese und andere höchst betrübenden Erfahrungen führten die böhmische Bevölkerung von Budweis zu der Ueberzeugung.",55,negative
652,SentiAnno4,"Woher soll der Volksgeist Nahrung und Erhebung über das Niveau des alltäglichen Lebens mit seinen Plagen und niederen Genüssen bekommen, wenn die Slovenen Steiermarks keine einzige nationale Mittelschule haben, in den Volksschulen aber ein Sprachgemenge von Deutsch und Slovenisch herrscht, daß die Kinder weder die eine noch die andere Sprache gehörig erlernen. In den städtischen Schulen ist der Unterricht ausschließlich deutsch, in den mehrclassigen Volksschulen, namentlich in Märkten, ist derselbe prävalirend deutsch.",72,negative
653,SentiAnno4,"December 1861 müßte sich demnach die Thätigkeit des deutschen Schulvereines, insoferne er überhaupt auf den öffentlichen Unterricht einen Einfluß nehmen will, auf die Kinder deutscher Nationalität beschränken. Die vom deutschen Schulvereine in den letzten Jahren im slovenischen Theile der Steiermark entwickelte Thätigkeit verletzt jedoch vielfach die eben markirte Grenzlinie; der eigentliche Zweck, welchen derselbe verfolgt, ist nicht die Wahrung der eigenen Nationalität, sondern die Germanisirung der Slovenen. Wir erlauben uns auf folgende Thatsachen hinzuweisen : Im Berichte, welcher in der Jahresversammlung des deutschen Schulvereines (Wien, 18.",86,negative
654,SentiAnno4,"Sobald also durch ihre fünfjährige Wirksamkeit an einem Orte nachgewiesen ist, daß con- stant mindestens vierzig czechische Kinder vorhanden sind, wird der Anstoß gegeben sein, daß die Errichtung einer öffentlichen czechischen Schule auf Kosten der Schulgemeinde und beziehungsweise des Bezirkes, dessen Umlagen die Lasten der Gemeinde vermehren, errichtet werde. Die Besorgniß, daß es dazu kommen werde, ist für die Gemeinde=Angehörigen ein sehr realer, von nationaler Unverträglichkeit unabhängiger Grund, weshalb die Errichtung czechischer Privatschulen in deutschböhmischen Städten mißliebig ist, zumal wo die wachsende czechische Bevölkerung hauptsächlich aus Dienstleuten und Arbeitern besteht.",90,mixed
655,SentiAnno4,"Den Central=Schulverlag hat der Minister in der Absicht geschickt, um jeden nationalen Gedanken, ausüben, Schulbüchern herauszubringen.",16,neutral
656,SentiAnno4,"Hat er doch ausdrücklich im Parlamente verkündet, er kenne keine deutsche, keine böhmische, keine polnische und keine slovenische Schule.",19,neutral
657,SentiAnno4,"Oesterreich Deutsche, Böhmen, Slovenen und Polen sein werden, solange diese Völker den österreichischen Staat gebildet und auch weiter bilden, wird es eine deutsche, eine böhmische, eine polnische und eine südslavische Schule geben.",32,neutral
659,SentiAnno4,"Seitens dieser Redner wurde auf das Mißverhältniß zwischen den deutschen und czechischen Mittelschulen in Mähren, sowohl der vom Lande, als auch der vom Staate erhaltenen, hingewiesen und von Dr. Tucek ein Schriftstück verlesen, in welchem der deutschnationale Bürgermeister Statzer und Hermann Brach in Hohenstadt an die deutschen Gemeinden der Umgebung die Aufforderung richteten, um eine deutsche Staatsgewerbeschule und zugleich gegen die Errichtung einer czechischen Mittelschule in Hohenstadt beim Reichsrathe zu petitioniren.",71,neutral
660,SentiAnno4,Und diesbezüglich ist auf die Deutschnationalen nur nicht zu rechnen; das sind noch nebenbei zumeistunkundige Leute und werden das Geld haufenweise für die intelligente Mitarbeiterschaft im Bureau und in den Schulstuben hinauswerfen.,32,negative
661,SentiAnno4,"(Thiers) hat hier, wie das „Fremdenblatt“ schreibt, zu verschiedenen Personen der politischen Welt die Meinung geäußert, daß er die Intentionen Frankreichs in der schwebenden Frage als friedlich betrachte!",28,neutral
662,SentiAnno4,"Das geschickte Spiel des Kaisers der Franzosen, bei allen wichtigen Fragen, die er „studirt“, möglichst vielen Lärm in der Presse machen und jederzeit zwei ganz- entgegengesetzte Strömungen in der Besprechung derselben walten zu lassen, um die öffentliche Meinung gründlich zu verwirren und die möglichste Unklarheit über die wahren Absichten Napoleons III.",51,negative
663,SentiAnno4,"„Frankreich ist“, wie die „Egalité“ sagt, „das Land, wo die Rothschilds das Gros ihres Jahresgewinnes beziehen, und zwar deshalb, weil Frankreich das meiste Metall- in der Cassehand.“",27,neutral
664,SentiAnno4,"In Frankreich haben die Rothschilds durch eine Reihe von Conversionen, deren vorletzte, die russische, dem Mine des Comptoir d'Escompte kurz voranging, deren letzte, die brasilianische, als Vorspiel der brasilianischen Revolutiondiente, all das Vorgestreckte wiedererlangen und in eine solche Lage versetzen können, daß sie, selbst wenn ihr jetziges Papier verbrennen sollte, nur den Ueberschußkünftigen Gewinnes verlieren würden.",56,neutral
665,SentiAnno4,"Wenn man aber die „Alliance francolite“ in Frankreich drückt, so schreit sie selbstverständlich auch in Oesterreich, beziehungsweise sie beschwichtigt auch hier, weil sie ganz gut weiß, welche Erstarkung der Antisemitismus dadurch gewänne, wenn er international würde.",36,negative
666,SentiAnno4,"Man lese noch weitere Furchtsymptome: „Auch in Frankreich wird der Antisemitismus viele Köpfe erregen, er wird einigen Lärm hervorrufen, aber kaum seinen dauernden Schaden stiften, weil die politischen",28,negative
667,SentiAnno4,"Für die Behauptung, daß in Frankreich die Vermischung der Christen mit der südliche Etace schon weit vorgeschritten, werden sich die Franzosen bei der „N.",24,neutral
668,SentiAnno4,"Ob damit das „Vaterland"" gerichtet ist, ob die betreffende Gesellschaft sich selbst gerichtet hat, das kann für jedes Herz, welches adlich fühlt, wohl keine Frage sein. Vor- uns liegen Briefe einiger Bürger aus Prag, die im richtigen und kräftigen Gefühl für die Ehre und die Würde ihres eigenen Standes, veranlaßt durch die maßlosen Invectiven einiger angeblich liberalen Blätter gegen den Adel, in einer Weise für die Würde und Ehre der Aristokratie eintreten, die für jene Herrn in Graz etwas tief Beschämendes haben müßte. Ueberhaupt werden einzelne schmerzliche Erfahrungen der angegebenen Art reichlich ausgewogen durch zahlreiche Zustimmungen aus allen Kreisen der Gesellschaft und auf allen Ländern der Monarchie, welche zum Theil mit der Erklärung eines Edelmannes aus Niederösterreich übereinstimmen, der uns schreibt: „obgleich vom Erscheinen des „Vaterland“ ein principieller Gegner desselben, bin ich jetzt eineifriger Leser des Blattes und söhne mich in neuester Zeit mit demselben vollkommen aus.“",147,mixed
669,SentiAnno4,"Und so schreitet die Germanisation fort, unaufhaltsam, zur großen Betrübniß der slovenischen Patrioten.",13,negative
670,SentiAnno4,"Die Kärntner Slovenen können sich der Entuationalisirung kaum erwehren, da dem Deutschthum alle möglichen Mittel zu seinem Vordringen geboten sind. Insbesondere von Seite der neueren Bismarcktauer wird die Germanisation auf die rücksichtsloseste Weise betrieben.",34,negative
671,SentiAnno4,"viele hiesige und anderwärtige hoch angestellte Slovenen lieber den stovenischen Knndgeblingen, dem ganzen Slovenculhum ferne stehen und sich uur daheim zwischen vier Wänden, und noch da nicht immer, als solche gering, um nicht ein Opfer der Schmähungen „liberaler“ Genossen zu werden.",41,negative
672,SentiAnno4,"26 sucht das „Vaterland“ die Stimmung des böhmischen Clerus und der Böhmen überhaupt rücksichtlich der slavischen Liturgie, welcher durch einen Prager Correspondenten auch in diesem Blatte Ausdruck gegeben wurde, dadurch zu rechtfertigen oder wenigstens zu beschönigen, daß es in derselben nichts Anderes sieht, als „eine Forderung der Gleichberechtigung des böhmischen Elementes“, nämlich, „daß die böhmische Sprache dort in ihr Recht trete, wo sie durch die deutsche verkürzt wird"".",68,negative
673,SentiAnno4,"Die Theilung des Landes, welche die Ausgleichsgegner voraussehen wollen, wird nicht eintreten, das Interesse der Dynastie hänge damit zusammen, und dieses bilde die sicherste Garantie dafür, daß es keine Regierung in Oesterreich zu solcher Theilung werde kommen lassen. Redner plaidirt weiter für das Princip der Parität in den Landesanstalten zwischen Czechen und Deutschen und für das Princip des Schutzes der Minoritäten, denn das Majorisiren sei ein roher Act, sei die Gewalt, das Faustrecht.",73,negative
674,SentiAnno4,"Die czechischen Predigten auf spätere Stunden verlegen, hieße so viel, als es dem czechischen Volke unmöglich machen, daß es das Wort Gottes höre.",23,negative
675,SentiAnno4,"Uebrigens ist es eine Lüge, daß es in den späteren Stunden keinen czechischen Gottesdienst gebe.",15,negative
676,SentiAnno4,"Da aber ein Umschwung in den Geistern sich nicht über Nacht vollziehen kann, so ist das Aufgehen der Jungczechenpartei in der Fortschrittspartei nur Zukunftsmusik; vorderhand benützen die Jungczechen die Fortschrittspartei oder Theile derselben als Werkzeuge zu ihren eigenen Zwecken. Wenn es also auch wahr wäre, daß die alt=czechische Partei, die Vertreterin der ersten Formulation eines czechisch=nationalen culturellen und politischen Programmes, aus dem Grunde, weil dieses Programm, früheren Verhältnissen angepaßt und nicht fehlerlos, den jetzigen angeblich nicht entspricht, in unaufhaltsamem Verfalle begriffen und in Folge dessen eine allgemeine schwere Krise in der böhmischen Nation ausgebrochen ist; wenn ferner auch zugestanden werden muß, daß die bulgarliberalistische Jungczechenpartei nicht geeignet wäre, diese Krise zu beschwören; so scheint es uns doch auch unmöglich, daß die Fortschrittspartei, wie sie jetzt zusammengesetzt ist, einen allgemeinen Umschwung in den Geistern bewirke, und daß derselbe, wie er von ihr tendirt wird, zum Heile der böhmischen Nation aus. Allerdings stellt Professor Masaryk die Bedingungen, es müßte das Programm der Fortschrittspartei einer philosophischen Bearbeitung unterzogen werden.",166,negative
677,SentiAnno4,"Wenn es also auch wahr wäre, daß die alt=czechische Partei, die Vertreterin der ersten Formulation eines czechisch=nationalen culturellen und politischen Programmes, aus- dem Grunde, weil dieses Programm, früheren Verhältnissen angepaßt und nicht fehlerlos, den jetzigen angeblich nicht entspricht, in unaufhaltsamem Verfalle begriffen und in Folge dessen eine allgemeine schwere Krise in der böhmischen Nation ausgebrochen ist; wenn ferner auch zugestanden werden muß, daß die bulgarliberalistische Jungczechenpartei nicht geeignet wäre, diese Krise zu beschwören; so scheint es uns doch auch unmöglich, daß die Fortschrittspartei, wie sie jetzt zusammengesetzt ist, einen allgemeinen Umschwung in den Geistern bewirke, und daß derselbe, wie er von ihr tendirt wird, zum Heile der böhmischen Nation aus. Allerdings stellt Professor Masaryk die Bedingungen, es müßte das Programm der Fortschrittspartei einer philosophischen Bearbeitung unterzogen werden.",127,negative
678,SentiAnno4,"so scheint es uns doch auch unmöglich, daß die Fortschrittspartei, wie sie jetzt zusammengesetzt ist, einen allgemeinen Umschwung in den Geistern bewirke, und daß derselbe, wie er von ihr tendirt wird, zum Heile der böhmischen Nation aus. Allerdings stellt Professor Masaryk die Bedingungen, es müßte das Programm der Fortschrittspartei einer philosophischen Bearbeitung unterzogen werden.",54,negative
681,SentiAnno4,"Das Wort »ideal“ habe ich hier nicht ohne Trund angeführt; denn es ist merkwürdig, welchen der materiellen Begriff voneiner Krone gewisse Leute haben, die sich anheischig machen seiner Zeit zu beweisen, die kroatische Krone sei durch einen Reis mit der ungarischen vereint worden.",43,negative
682,SentiAnno4,"Die Ungarn hätten ihnen freilich viel Gutesgethan — sagte er — als sie sie zu freien Bürgern erhobenhätten, aber jetzt sollten sie sorgen, denn die Ungarn wollten ihre Muttersprache unterdrücken.",30,mixed
683,SentiAnno4,"„Im Botschafter“ verspricht ein „Slovak,“ der empört darüber ist, daß die Magyaren sind vos das große Wort führen, im Namen aller malcontenten Nationalitätsschwindler in Ungarn, im Wege directer Reichsrathswahlen das Februar=Patent in Ungarn zur Geltung zu bringen, „sobald ihrer nationalen Entwicklung auf administrativem Wege Rechnung getragen wird, d. h. sobald Ungarn zum Besten einiger exaktirten Köpfe in Trümmer geschlagen ist.",60,negative
